"AA_Benchmark","Database","Isolation","Latency_25th","Latency_75th","Latency_90th","Latency_95th","Latency_99th","Latency_avg","Latency_max","Latency_median","Latency_min","PG_Cache_Hits","PG_Index_Hits","PG_disk_blocks_cache_hit","PG_disk_blocks_read","PG_index_scans","PG_rows_deleted","PG_rows_fetched","PG_rows_inserted","PG_rows_returned","PG_rows_updated","PG_sequential_scans","PG_transactions_committed","PG_transactions_rolled_back","Scalefactor","Terminals","Throughput","Timestamp","allow_system_table_mods","application_name","archive_command","archive_mode","archive_timeout","array_nulls","authentication_timeout","autovacuum","autovacuum_analyze_scale_factor","autovacuum_analyze_threshold","autovacuum_freeze_max_age","autovacuum_max_workers","autovacuum_multixact_freeze_max_age","autovacuum_naptime","autovacuum_vacuum_cost_delay","autovacuum_vacuum_cost_limit","autovacuum_vacuum_scale_factor","autovacuum_vacuum_threshold","autovacuum_work_mem","backslash_quote","bgwriter_delay","bgwriter_lru_maxpages","bgwriter_lru_multiplier","block_size","bonjour","bonjour_name","bytea_output","check_function_bodies","checkpoint_completion_target","checkpoint_segments","checkpoint_timeout","checkpoint_warning","client_encoding","client_min_messages","cluster_name","commit_delay","commit_siblings","config_file","constraint_exclusion","cpu_index_tuple_cost","cpu_operator_cost","cpu_tuple_cost","cursor_tuple_fraction","data_checksums","data_directory","datestyle","db_user_namespace","deadlock_timeout","debug_assertions","debug_pretty_print","debug_print_parse","debug_print_plan","debug_print_rewritten","default_statistics_target","default_tablespace","default_text_search_config","default_transaction_deferrable","default_transaction_isolation","default_transaction_read_only","default_with_oids","dynamic_library_path","dynamic_shared_memory_type","effective_cache_size","effective_io_concurrency","enable_bitmapscan","enable_hashagg","enable_hashjoin","enable_indexonlyscan","enable_indexscan","enable_material","enable_mergejoin","enable_nestloop","enable_seqscan","enable_sort","enable_tidscan","escape_string_warning","event_source","exit_on_error","external_pid_file","extra_float_digits","from_collapse_limit","fsync","full_page_writes","geqo","geqo_effort","geqo_generations","geqo_pool_size","geqo_seed","geqo_selection_bias","geqo_threshold","gin_fuzzy_search_limit","gin_pending_list_limit","hba_file","hot_standby","hot_standby_feedback","huge_pages","ident_file","ignore_checksum_failure","ignore_system_indexes","integer_datetimes","intervalstyle","join_collapse_limit","krb_caseins_users","krb_server_keyfile","lc_collate","lc_ctype","lc_messages","lc_monetary","lc_numeric","lc_time","listen_addresses","lo_compat_privileges","local_preload_libraries","lock_timeout","log_autovacuum_min_duration","log_checkpoints","log_connections","log_destination","log_directory","log_disconnections","log_duration","log_error_verbosity","log_executor_stats","log_file_mode","log_filename","log_hostname","log_line_prefix","log_lock_waits","log_min_duration_statement","log_min_error_statement","log_min_messages","log_parser_stats","log_planner_stats","log_replication_commands","log_rotation_age","log_rotation_size","log_statement","log_statement_stats","log_temp_files","log_timezone","log_truncate_on_rotation","logging_collector","maintenance_work_mem","max_connections","max_files_per_process","max_function_args","max_identifier_length","max_index_keys","max_locks_per_transaction","max_pred_locks_per_transaction","max_prepared_transactions","max_replication_slots","max_stack_depth","max_standby_archive_delay","max_standby_streaming_delay","max_wal_senders","max_worker_processes","password_encryption","port","post_auth_delay","pre_auth_delay","quote_all_identifiers","random_page_cost","restart_after_crash","row_security","search_path","segment_size","seq_page_cost","server_encoding","server_version","server_version_num","session_preload_libraries","session_replication_role","shared_buffers","shared_preload_libraries","sql_inheritance","ssl","ssl_ca_file","ssl_cert_file","ssl_ciphers","ssl_crl_file","ssl_ecdh_curve","ssl_key_file","ssl_prefer_server_ciphers","ssl_renegotiation_limit","standard_conforming_strings","statement_timeout","stats_temp_directory","superuser_reserved_connections","synchronize_seqscans","synchronous_commit","synchronous_standby_names","syslog_facility","syslog_ident","tcp_keepalives_count","tcp_keepalives_idle","tcp_keepalives_interval","temp_buffers","temp_file_limit","temp_tablespaces","timezone","timezone_abbreviations","trace_notify","trace_recovery_messages","trace_sort","track_activities","track_activity_query_size","track_counts","track_functions","track_io_timing","transaction_deferrable","transaction_isolation","transaction_read_only","transform_null_equals","unix_socket_directories","unix_socket_group","unix_socket_permissions","update_process_title","vacuum_cost_delay","vacuum_cost_limit","vacuum_cost_page_dirty","vacuum_cost_page_hit","vacuum_cost_page_miss","vacuum_defer_cleanup_age","vacuum_freeze_min_age","vacuum_freeze_table_age","vacuum_multixact_freeze_min_age","vacuum_multixact_freeze_table_age","wal_block_size","wal_buffers","wal_keep_segments","wal_level","wal_log_hints","wal_receiver_status_interval","wal_receiver_timeout","wal_segment_size","wal_sender_timeout","wal_sync_method","wal_writer_delay","work_mem","xmlbinary","xmloption","zero_damaged_pages"
"ycsb_read_only","postgres","TRANSACTION_READ_COMMITTED","0.003973","0.005439","0.006961","0.013657","0.045673","0.0063492","0.045673","0.004746","0.002664","0.014278159703860392","0.015852999459556837","50.34426229508197","0.2786885245901639","0.01639344262295082","0.7868852459016393","21.016393442622952","2.1147540983606556","54.950819672131146","0.01639344262295082","0.01639344262295082","0.9836065573770492","0.01639344262295082","0.05","5","9.999540424455272","1417320563","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"twitter","postgres","TRANSACTION_SERIALIZABLE","9.1E-4","0.002661","0.004733","0.006029","0.010795","0.0021548805870580385","0.061677","0.001136","5.77E-4","0.0","0.0","488.0","0.0","0","0.0","273.5","0.0","732.0","0.0","0","0.5","0.5","0.1","5","999.0381495293682","1417320567","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"twitter","postgres","TRANSACTION_SERIALIZABLE","9.89E-4","0.004451","0.020357","0.104262","0.162027","0.012197455151717239","0.182558","0.001503","5.43E-4","0.0","0.0","488.0","0.0","0","0.0","273.5","0.0","732.0","0.0","0","0.5","0.5","0.1","5","999.3423870574632","1417320572","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"ycsb_write_heavy","postgres","TRANSACTION_READ_COMMITTED","0.004173","0.00531","0.007591","0.009687","0.012432","0.005195774193548388","0.012432","0.004968","0.002425","0.00016239146126070542","0.0001622576231408682","22.24780344939798","0.03319232020826554","0.6610803774812887","0.07452001301659616","2.4629027009437032","0.953628376179629","526.3481939472828","0.008298080052066385","0.2357630979498861","0.9998372925479987","0.00016270745200130165","0.05","5","10.002316094369615","1417320577","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"tatp","postgres","TRANSACTION_SERIALIZABLE","0.002739","0.006116","0.010032","0.015196","0.02382","0.00539875415282392","0.039782","0.003891","0.001403","0.001735040389200127","0.0017368877867327962","147.51304347826087","0.22608695652173913","14.189565217391305","0.3356521739130435","24.278260869565216","14.787826086956521","28.015652173913043","0.6782608695652174","0.010434782608695653","0.6678260869565218","0.33217391304347826","0.01","10","100.0344191184285","1417320582","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"tatp","postgres","TRANSACTION_SERIALIZABLE","0.003547","0.007418","0.012448","0.016139","0.027139","0.006621132890365448","0.035486","0.00487","0.001503","0.0014713805232964572","0.0014732571871811909","165.4188790560472","0.25663716814159293","16.75811209439528","0.2728613569321534","27.168141592920353","17.07227138643068","31.728613569321535","0.883480825958702","0.008849557522123894","0.6283185840707964","0.37168141592920356","0.01","10","99.98893149103526","1417320589","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"ycsb_balanced","postgres","TRANSACTION_READ_COMMITTED","0.003096","0.005877","0.007508","0.008607","0.010572","0.004693967741935484","0.010572","0.003408","0.002184","0.01414595452141724","0.015603085553997195","53.20967741935484","0.25806451612903225","0.3387096774193548","0.7741935483870968","21.64516129032258","1.7741935483870968","55.03225806451613","0.016129032258064516","0.016129032258064516","0.9838709677419355","0.016129032258064516","0.05","5","9.999265815197013","1417320593","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"twitter","postgres","TRANSACTION_SERIALIZABLE","8.24E-4","0.001764","0.004383","0.004855","0.009624","0.0018334391869376874","0.023494","0.001299","5.08E-4","0.0","0.0","258.5","0.0","0","0.0","139.5","0.0","597.5","0.0","0","0.75","0.25","0.1","5","1000.0185275008762","1417320598","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"ycsb_read_heavy","postgres","TRANSACTION_READ_COMMITTED","0.003094","0.004751","0.005753","0.007481","0.029004","0.004676741935483871","0.029004","0.003223","0.002389","0.0003212692677673685","0.0003214144971554843","17.095069287786014","0.039639058975185305","1.5752497582984208","0.08153399935546246","2.9461811150499515","1.1089268449887206","226.04962939091203","0.00837898807605543","0.25491459877537864","0.999677731227844","0.0003222687721559781","0.05","5","10.001927229414271","1417320603","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"auctionmark","postgres","TRANSACTION_SERIALIZABLE","0.764572","1.256852","1.335314","1.389093","1.410065","0.9650795672773216","1.420383","0.990308","0.016292","0.0","0.0","258.5","0.0","0","0.0","139.5","0.0","597.5","0.0","0","0.75","0.25","0.01","5","527.5674289471563","1417320616","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"auctionmark","postgres","TRANSACTION_SERIALIZABLE","0.647007","1.292348","1.434972","1.446168","1.460095","0.9396511082508251","1.475842","0.958949","0.020893","0.0","0.0","488.0","0.0","0","0.0","273.5","0.0","732.0","0.0","0","0.5","0.5","0.01","5","504.88177806090675","1417320628","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
"tatp","postgres","TRANSACTION_SERIALIZABLE","0.003154","0.007332","0.012184","0.014447","0.025897","0.00589069","0.033544","0.0045","0.001626","0.001471617351531755","0.0014732369554927363","159.73746312684366","0.23303834808259588","16.66519174041298","0.4085545722713864","25.39085545722714","16.942477876106196","28.548672566371682","0.19911504424778761","0.008849557522123894","0.6091445427728613","0.39085545722713866","0.01","10","99.99816180045707","1417320634","off","","(disabled)","off","0","on","1min","on","0.1","50","200000000","3","400000000","1min","20ms","-1","0.2","50","-1","safe_encoding","200ms","100","2","8192","off","","hex","on","0.5","3","5min","30s","utf8","notice","","0","5","/home/parallels/git/postgresql/data/postgresql.conf","partition","0.005","0.0025","0.01","0.1","off","/home/parallels/git/postgresql/data","iso, mdy","off","1s","on","on","on","on","off","100","","pg_catalog.english","off","read committed","off","off","$libdir","posix","4gb","1","on","on","on","on","on","on","on","on","on","on","on","on","postgresql","off","","3","8","on","on","on","5","0","0","0","2","12","0","4mb","/home/parallels/git/postgresql/data/pg_hba.conf","off","off","try","/home/parallels/git/postgresql/data/pg_ident.conf","off","off","on","postgres","8","off","","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","en_us.utf-8","localhost","off","","0","-1","off","off","stderr","pg_log","off","off","default","off","0600","log","off","","off","-1","error","warning","off","off","off","1d","10mb","none","off","-1","us/eastern","off","on","64mb","100","1000","100","63","32","64","64","0","0","2mb","30s","30s","0","8","on","5432","0","0","off","4","on","on","""$user"", public","1gb","1","utf8","9.5devel","90500","","origin","128mb","","on","off","","server.crt","none","","none","server.key","on","512mb","on","0","pg_stat_tmp","3","on","on","","local0","postgres","9","7200","75","8mb","-1","","us/eastern","default","off","log","off","on","1024","on","none","off","off","read committed","off","off","/tmp","","0777","on","0","200","20","1","10","0","50000000","150000000","5000000","150000000","8192","4mb","0","minimal","off","10s","1min","16mb","1min","fdatasync","200ms","4mb","base64","content","off"
